GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
1400000US12001000809,12001000809,"Census Tract 8.09, Alachua County, Florida",817,90,33295,14205,76.1,16.2,30469,22024,6.7,9.1,33438,22243,0,5.1,-,**,15.9,14.4,40890,38214,0,5.1,-,**,0,5.1,-,**,1.2,1.9,-,**,8.1,6.6,4419,10712,68.1,15.4,34015,11522,23.5,11.2,10326,6861,54.3,13.4,38523,9317,11.5,6.1,38833,33346,10.6,6.2,34044,65513,268,94,33934,15752,20.1,24,33466,7555,79.9,24,37568,37956,67.2,23.9,33852,18893,21.3,19.4,9727,33482,11.6,17.3,-,**,549,135,30859,24975,54.8,16.7,40295,22907,36.8,17.6,40993,11976,18,13.7,10707,19223,45.2,16.7,17946,12649,33.9,15.8,16774,30527,11.3,10,18750,20028,27.7,(X),(X),(X),17.9,(X),(X),(X),32.4,(X),(X),(X)
1400000US12001000901,12001000901,"Census Tract 9.01, Alachua County, Florida",637,71,17006,2488,34.4,9.4,17750,10077,6.6,3.6,14600,3889,0,6.5,-,**,45.5,9.3,18125,4215,0,6.5,-,**,3.9,4.6,14732,1946,9.6,6.1,"2,500-",***,22.4,9.8,16971,9699,15.5,8.2,22986,11453,8.2,9,"2,500-",***,84.9,9.1,18568,3968,6.9,4,13500,1066,0,6.5,-,**,313,108,17880,5140,47.3,17.7,19375,10256,52.7,17.7,17566,5180,85,11.6,18947,6071,11.2,11,"2,500-",***,3.8,6.3,"2,500-",***,324,110,15944,3324,43.2,19.8,16250,18111,43.2,19.8,16250,18111,0,12.3,-,**,56.8,19.8,15333,6454,43.5,20.8,14250,864,13.3,19.8,-,**,24.6,(X),(X),(X),36.4,(X),(X),(X),13.3,(X),(X),(X)
1400000US12001000902,12001000902,"Census Tract 9.02, Alachua County, Florida",164,54,15577,6224,13.4,13.1,18438,21230,28,23.9,13700,5101,11.6,16.3,-,**,47,25,22625,20280,0,22.6,-,**,0,22.6,-,**,0,22.6,-,**,4.9,7.6,-,**,8.5,10.4,19688,40570,28.7,19.8,13250,14100,64.6,22.1,20658,4634,6.7,11.2,-,**,0,22.6,-,**,91,53,17404,25376,79.1,23.5,20750,33704,20.9,23.5,16827,35003,72.5,36.4,40500,40515,27.5,36.4,-,**,0,35.2,-,**,73,46,7841,14427,74,29.7,4429,4906,74,29.7,4429,4906,0,39.7,-,**,26,29.7,22625,2077,26,29.7,22625,2077,0,39.7,-,**,42.1,(X),(X),(X),34.1,(X),(X),(X),52.1,(X),(X),(X)
1400000US12001001000,12001001000,"Census Tract 10, Alachua County, Florida",2550,198,22150,4582,92.9,3.7,22100,4085,0.8,1,155577,216276,0,1.7,-,**,5.1,3,25054,38132,0,1.7,-,**,0,1.7,-,**,1.2,1.1,9922,46406,4.2,2.5,43355,27914,88.9,4.4,21583,3867,48.8,5.6,9566,3447,18.5,4.3,30509,26409,19.3,3.4,98250,41380,13.5,3.1,78208,2868,848,118,94091,21678,29.2,6.5,99375,29856,70.8,6.5,79773,33269,75,9.3,111282,20125,17.5,8.3,26196,16114,7.5,5.2,31875,85165,1702,221,12552,3708,55.1,9.8,13536,4227,28.1,8.1,13631,11778,27,9.8,13419,5687,44.9,9.8,7734,11485,23.4,10.4,9531,15824,21.6,9.2,7117,11913,38.4,(X),(X),(X),29.4,(X),(X),(X),42.8,(X),(X),(X)
1400000US12001001100,12001001100,"Census Tract 11, Alachua County, Florida",2990,159,76375,6550,88,4.9,75542,7014,6.3,4.2,"2,500-",***,0.5,0.8,-,**,4.5,2,128000,36510,0,1.4,-,**,0,1.4,-,**,0.6,0.8,132625,213524,5.7,2.4,126625,40824,84.2,4.6,75542,7324,6.4,4.7,"2,500-",***,23.2,4.1,46591,44041,36.8,4.2,111657,16868,33.6,3.9,56806,16801,1730,147,109609,10294,32.5,4.9,129336,9100,67.5,4.9,98371,10970,76.6,7,125329,22918,17.3,6.2,67368,21165,6,3.6,99219,57878,1260,197,39926,16624,56.4,10.2,46750,9414,50.6,9.3,47500,7760,5.8,5,37917,44240,43.6,10.2,19219,25081,29.9,11,29904,53302,13.7,7.1,12500,18422,19.3,(X),(X),(X),18.4,(X),(X),(X),20.6,(X),(X),(X)
1400000US12001001201,12001001201,"Census Tract 12.01, Alachua County, Florida",1175,66,56693,7410,88.6,5.1,57802,8805,4.1,3.3,70000,48595,0,3.5,-,**,6.9,4.3,38720,6123,0,3.5,-,**,0,3.5,-,**,0.4,0.9,-,**,3.7,3,100083,101573,84.9,5.4,57759,8702,2.3,3.1,37750,11689,34.6,5.8,48222,8473,43.6,5.7,69875,26263,19.6,4,32000,37232,683,86,73705,17197,44.1,7,75104,24514,55.9,7,72794,25133,79.2,10.7,84087,15263,11,8.6,53958,25123,9.8,7.2,42583,27640,492,86,39844,11664,49.8,11.4,34798,16517,42.9,11.9,39632,20686,6.9,10,-,**,50.2,11.4,44125,11514,39.6,12.6,49063,38152,10.6,8.6,32292,18561,21.5,(X),(X),(X),23,(X),(X),(X),15.4,(X),(X),(X)
1400000US12001001202,12001001202,"Census Tract 12.02, Alachua County, Florida",3068,167,52383,5793,83.2,3.7,55597,5760,10.3,3.3,37375,12178,0.7,1.3,-,**,3.8,2.4,70515,24229,0,1.4,-,**,1.9,1.6,11800,9008,0,1.4,-,**,10,4.3,35250,32450,75.1,5.6,57017,6291,10.2,4.6,24939,9140,45.9,4.5,55845,8613,30.6,3.8,59340,6663,13.3,3,52465,20472,1677,199,63633,3210,48.8,8.3,62523,16617,51.2,8.3,64603,9828,64.6,6.9,72399,10797,24.1,7.2,31364,15339,11.3,6.7,42256,103182,1391,216,40505,8839,53.3,10.3,41587,7689,41.5,10.4,46039,5661,11.9,6.6,30139,9810,46.7,10.3,37554,17232,28.7,10.2,34095,23409,18,8.2,39891,32085,22.4,(X),(X),(X),23.9,(X),(X),(X),19.5,(X),(X),(X)
1400000US12001001203,12001001203,"Census Tract 12.03, Alachua County, Florida",1494,154,44265,6156,72.4,7.3,45466,5573,17.6,6.4,28973,22193,1.1,1.8,-,**,4.6,4.7,40104,101003,0,2.8,-,**,2.5,4.2,-,**,1.7,1.9,12167,47065,7.8,5.6,56151,19166,67.8,7.1,45270,5847,17.8,6.1,23816,21495,39.7,8,55018,10427,28.2,6,41250,19641,14.3,4.4,40450,12457,607,128,52428,7306,31.1,10.7,71513,14495,68.9,10.7,41429,22221,65.9,14.1,64722,20817,28.7,13.2,28750,22849,5.4,5.6,83523,73340,887,161,40554,12866,43.2,11.1,39432,11717,26,8.1,35125,29595,17.1,8.1,41944,24950,56.8,11.1,41471,24285,34.2,12.2,23482,25570,22.7,11.6,47159,20168,20.3,(X),(X),(X),19.6,(X),(X),(X),20.4,(X),(X),(X)
1400000US12001001400,12001001400,"Census Tract 14, Alachua County, Florida",901,95,34107,7915,38.2,8.7,38654,17424,58.3,9.1,32054,9391,1.8,2.9,-,**,0,4.6,-,**,0,4.6,-,**,0,4.6,-,**,1.8,2.1,"2,500-",***,1.3,2.4,-,**,36.8,7.7,38077,19197,4.8,5.7,45708,37539,41.3,9.3,31250,11644,39.1,9.3,38359,24465,14.9,8,31964,16590,671,101,31729,15871,40.1,12.4,16250,10211,59.9,12.4,48370,14495,51.9,12.8,49239,16643,46.5,13.8,19306,11464,1.6,2.9,-,**,230,94,35600,7707,40.9,21.8,24659,13363,40.9,21.8,24659,13363,0,16.8,-,**,59.1,21.8,37153,103176,34.8,21.8,35208,18290,24.3,23.6,145978,18649,38.4,(X),(X),(X),42.3,(X),(X),(X),23,(X),(X),(X)
1400000US12001001514,12001001514,"Census Tract 15.14, Alachua County, Florida",564,123,19921,7140,72.7,16.3,18294,8241,8.9,11.8,123438,79969,0,7.3,-,**,16.3,12.5,30758,21261,0,7.3,-,**,2.1,2.7,-,**,0,7.3,-,**,6,4.8,23958,51695,68.8,16.3,18254,8286,65.8,14.7,18829,11332,23.8,13,24419,9925,10.5,5.7,16354,19429,0,7.3,-,**,24,27,47857,59003,41.7,58.3,-,**,58.3,58.3,-,**,100,69.2,47857,59003,0,69.2,-,**,0,69.2,-,**,540,123,19841,8571,52,17.3,19196,12983,34.1,16.6,3793,17117,18,14.7,31083,144397,48,17.3,22534,10869,46.5,17.9,19821,12376,1.5,2.6,-,**,28.7,(X),(X),(X),0,(X),(X),(X),30,(X),(X),(X)
1400000US12001001515,12001001515,"Census Tract 15.15, Alachua County, Florida",2343,216,19363,3162,72.3,7.1,14745,4388,17.6,6.1,21815,6436,0,1.8,-,**,5.1,2.4,38167,8614,0,1.8,-,**,3.1,2.3,42656,23970,1.8,1.7,3438,27682,15.9,6.3,26051,13778,60.3,7.6,14364,4147,57.7,6.6,13798,3391,33.9,6.2,26949,8178,7.1,3,21205,12356,1.3,0.6,30461,14303,444,124,29345,9064,48.4,15.1,29077,10737,51.6,15.1,30592,23190,41.4,16,38750,20581,36.9,16.4,20179,5189,21.6,14.8,4500,78757,1899,240,16390,4580,45.3,8.6,16079,5185,19.1,6.5,13299,7062,26.2,7.6,21071,7630,54.7,8.6,17692,10702,35.3,8.1,14048,7606,19.4,7.4,25170,14354,41.2,(X),(X),(X),22.3,(X),(X),(X),42.3,(X),(X),(X)
1400000US12001001516,12001001516,"Census Tract 15.16, Alachua County, Florida",1046,157,20787,6182,66,11.2,16333,3769,22,11.2,31453,63450,0,4,-,**,7.6,5.3,10250,34964,0,4,-,**,2.8,3.5,55234,115179,1.6,2.7,-,**,11.2,7.9,4648,18888,59.2,11,17540,5018,53.8,11.2,10477,5814,40.2,11.1,27308,7523,6,5.1,39485,28383,0,4,-,**,269,95,28836,19430,44.6,23.8,30473,19508,55.4,23.8,27629,29052,23.8,16.3,52344,34406,54.6,21.4,30017,29749,21.6,16.3,17500,35148,777,164,17083,6067,46.5,16.4,17112,8697,27.4,13.5,20781,9247,19,10.3,10568,11917,53.5,16.4,17065,13247,35.4,15.4,16984,12974,18.1,11.4,27750,72527,45.4,(X),(X),(X),25.3,(X),(X),(X),50.8,(X),(X),(X)
1400000US12001001517,12001001517,"Census Tract 15.17, Alachua County, Florida",2270,162,18712,3145,62.8,7.7,18341,5574,25.1,6.8,20699,5628,0,1.9,-,**,10.7,5,17426,3649,0,1.9,-,**,0.4,0.7,-,**,1,1.4,37946,52955,10.4,5.4,11528,14695,53.3,8.5,19718,10955,53.7,7.3,14241,3941,32.2,7.6,30577,11395,13.4,5.9,25217,26060,0.7,1.2,-,**,506,154,26786,17098,36.8,21.9,42885,51201,63.2,21.9,18636,22896,35.8,18.2,43162,24150,49.8,19.9,20732,6187,14.4,11.7,42663,54375,1764,195,17179,2830,54.8,10,14098,5522,26,8.1,17250,3345,28.8,8.9,7317,8983,45.2,10,21181,12522,21.1,8.8,21979,32135,24.1,9,17177,18689,44.8,(X),(X),(X),29.8,(X),(X),(X),49.1,(X),(X),(X)
1400000US12001001519,12001001519,"Census Tract 15.19, Alachua County, Florida",871,107,13310,4287,66.5,13.2,11845,5599,10.7,9.2,46107,32931,0,4.8,-,**,12.7,9.5,8528,15494,4.1,5.8,-,**,2.5,3.8,-,**,3.4,5.4,"2,500-",***,15.3,9.9,7528,13672,53.7,13.3,14693,3534,73.4,11,9337,2679,18.1,10,45859,4298,7.1,6.8,48750,20143,1.4,2.4,-,**,125,71,16750,20598,36,20.9,-,**,64,20.9,48125,74264,28.8,32.9,-,**,35.2,29.4,"2,500-",***,36,20.9,-,**,746,120,12143,5269,55.5,14.8,9720,5538,15.1,9.5,21635,47796,40.3,13.5,9480,3442,44.5,14.8,13778,5873,21.8,11.4,25282,25216,22.7,11.6,9750,7399,49.4,(X),(X),(X),0,(X),(X),(X),57.6,(X),(X),(X)
1400000US12001001520,12001001520,"Census Tract 15.20, Alachua County, Florida",1045,145,19175,1951,62.4,11.2,20983,4666,23.3,9.5,17663,2261,0,4,-,**,11.8,8.3,18958,16400,0,4,-,**,1.6,2.6,-,**,1,1.8,-,**,21.9,9.6,21120,2967,42.1,11.6,19286,13627,59,9.4,18480,3340,18.9,10.5,28958,5427,17.1,5.9,33750,24260,5,4,12593,6740,224,107,29583,9613,50,22,27667,25951,50,22,34630,14749,46.4,23.4,34630,8048,42.9,24.3,28250,36862,10.7,13.6,-,**,821,182,18103,2460,37.9,14.6,19200,1265,18.3,11.8,18919,576,19.6,10.9,20762,6656,62.1,14.6,14773,3994,38,10.3,13994,2277,24.1,13.2,19643,14168,43,(X),(X),(X),50.4,(X),(X),(X),37.3,(X),(X),(X)
1400000US12001001521,12001001521,"Census Tract 15.21, Alachua County, Florida",2085,193,17324,5405,75.3,7.7,18294,4911,8.9,4.1,25536,12669,0,2,-,**,12.8,6,6840,3721,0,2,-,**,2.1,2,18462,19214,0.9,1.2,38269,46852,11.2,5.4,5368,11838,66.2,8.1,20460,4352,37.8,7.9,8943,2941,49.8,8,25361,9868,12.1,5.2,22115,14594,0.3,0.7,-,**,294,108,19808,22672,34.4,20.5,15375,24943,65.6,20.5,40795,41474,43.5,17.2,55588,35396,29.6,20.2,4719,21377,26.9,19.6,6797,46865,1791,197,16465,5244,41.3,6.6,21882,5119,29.2,6.9,21544,5168,12.1,4.8,31691,25601,58.7,6.6,12741,7275,47.9,7.7,8895,7322,10.8,5.5,27273,30477,25.1,(X),(X),(X),15.6,(X),(X),(X),26.1,(X),(X),(X)
1400000US12001001603,12001001603,"Census Tract 16.03, Alachua County, Florida",569,92,46150,11023,77,15.6,43148,13100,6,5.6,17976,5627,0,7.2,-,**,5.3,6.4,-,**,0,7.2,-,**,0,7.2,-,**,11.8,10.9,-,**,8.8,8.5,56786,13103,68.2,11.8,34922,13823,24.3,13,26346,23325,30.6,11.1,46000,30852,30.6,11,62206,78350,14.6,4.5,50708,9608,307,80,57179,60340,39.7,16.3,56286,31245,60.3,16.3,81563,56978,74.9,20.6,86842,31657,25.1,20.6,31771,44646,0,12.9,-,**,262,91,32892,15460,41.6,23.1,25673,31086,28.2,20.7,14079,41483,13.4,14.1,27019,66267,58.4,23.1,33358,12285,21.4,15.6,27188,41041,37,22.8,33407,20461,23.2,(X),(X),(X),0,(X),(X),(X),50.4,(X),(X),(X)
1400000US12001001604,12001001604,"Census Tract 16.04, Alachua County, Florida",2561,235,21073,5345,87.5,5.4,25000,9873,9.3,4.9,15254,18839,1,1.5,-,**,1.6,1.5,"2,500-",***,0,1.6,-,**,0,1.6,-,**,0.7,0.7,25000,18142,12.6,5.3,17147,6334,75.6,5.9,31686,7638,47,6.5,7022,3621,34,5.8,37411,11916,12.2,2.8,68594,26394,6.8,2.8,47143,15115,842,187,54763,6637,21.9,7.5,60714,34761,78.1,7.5,54026,8234,61.9,12.3,68516,28425,16.2,9.7,11351,2444,22,14.3,53087,89287,1719,241,14006,5866,52,9.9,9702,5943,23.2,7.9,10625,9304,28.9,8.3,9048,8724,48,9.9,21653,9611,31.8,9,21465,6724,16.2,5.6,25673,32016,29.7,(X),(X),(X),28.5,(X),(X),(X),30.3,(X),(X),(X)
1400000US12001001701,12001001701,"Census Tract 17.01, Alachua County, Florida",2436,134,42477,3579,75,7,44872,14078,17.8,6,21677,4279,0.5,0.8,-,**,4.1,2.3,60227,33204,0,1.7,-,**,0.5,0.8,-,**,2.2,2.2,31645,39624,7.8,4.1,31302,20051,70.9,7,47727,12576,9.4,5.3,20533,6948,34.4,5.6,43450,6025,31.2,4.5,58750,9867,25,3.7,41250,3233,1196,180,51833,16739,39.9,7,31354,20457,60.1,7,61679,16083,70.7,8,70956,13045,26.1,8.1,26118,7727,3.3,3.2,19306,12012,1240,176,32719,7627,58.3,9.4,27207,9087,48.9,11.2,28889,12051,9.4,7.9,26289,81335,41.7,9.4,38487,13068,29.7,8.3,37500,28911,12,6.8,39375,121951,43.6,(X),(X),(X),34.9,(X),(X),(X),51.9,(X),(X),(X)
1400000US12001001702,12001001702,"Census Tract 17.02, Alachua County, Florida",1999,137,66908,20312,88,6,73056,19951,7.1,5.3,45847,16109,1,1.8,"2,500-",***,2.5,1.9,142885,187206,0,2.1,-,**,0.9,1.2,-,**,0.5,0.8,-,**,2,2.2,29674,341165,88,6,73056,19951,1.7,2,25139,12328,18.5,5.5,36898,28292,46.5,6.7,93224,10431,33.4,4.7,41375,17930,1242,142,92276,10474,37.7,7.7,86875,12655,62.3,7.7,100429,11532,84.2,6,101214,11390,13.4,5.9,38182,34220,2.4,2.9,46974,35912,757,169,31437,2769,66.8,14.7,29902,3627,60.1,14.6,30196,2826,6.7,5.4,26319,46836,33.2,14.7,46593,12180,23.6,14.3,46109,33849,9.5,7.2,132833,127622,26,(X),(X),(X),25,(X),(X),(X),27.5,(X),(X),(X)
1400000US12001001801,12001001801,"Census Tract 18.01, Alachua County, Florida",2666,213,48056,5552,79.9,5.4,50459,7331,13.5,4.3,29150,10845,0,1.6,-,**,1.6,1.5,83190,28589,0,1.6,-,**,1.4,1.8,-,**,3.6,3.5,46862,23599,5.2,3.4,12355,69812,76.1,5.8,51582,9493,1.8,2.4,-,**,22.3,4.8,64956,9542,52.3,6.1,45404,6081,23.7,5.7,46968,7155,1851,250,63536,6593,28.7,7.4,63750,10937,71.3,7.4,63281,14731,68.9,7.6,72404,12586,20.4,6.6,50036,21577,10.6,5.7,51023,48556,815,229,28736,6796,54.1,15.6,27514,24298,50.1,15.1,18750,17462,4,2.8,32604,2704,45.9,15.6,36250,17433,29,13.1,34527,10463,16.9,10.1,48750,176234,32.3,(X),(X),(X),32.7,(X),(X),(X),31.3,(X),(X),(X)
1400000US12001001802,12001001802,"Census Tract 18.02, Alachua County, Florida",1118,129,35878,2815,62.6,9.7,35455,4889,33.3,9.1,36300,21149,0,3.7,-,**,1.7,2.1,"250,000+",***,0,3.7,-,**,2.4,3,36688,14168,0,3.7,-,**,9.6,5.8,36315,4898,55.5,9.4,34405,10520,3.3,5.2,-,**,33.3,7.6,31667,8712,44.1,8.3,43706,10643,19.3,4,29143,6353,680,137,45000,14392,50.9,12.2,36032,9483,49.1,12.2,61600,13592,66.9,11.6,62250,15721,24.7,10.2,20962,4918,8.4,8.1,36349,18102,438,127,22692,6948,75.6,11.3,20884,6522,73.1,11.7,21220,6448,2.5,3.9,-,**,24.4,11.3,50903,35558,18.5,9.8,31146,51907,5.9,7.2,51806,133257,34,(X),(X),(X),32.9,(X),(X),(X),33.6,(X),(X),(X)
1400000US12001001803,12001001803,"Census Tract 18.03, Alachua County, Florida",2668,161,41903,6809,75.3,5,45930,7585,14.8,4.6,28796,11793,0.9,1.1,70446,71783,5.3,2.3,24659,57241,0,1.6,-,**,0.6,0.9,-,**,3.1,2.4,101367,58421,6,2.8,33750,15707,70.5,5.7,47097,11158,1.6,1.9,2760,3146,28.2,5,77833,40941,44.8,5.9,49306,22417,25.4,3.7,28292,5709,1551,136,76250,18366,46.6,6.7,78000,28930,53.4,6.7,75855,23428,74,8.9,81897,13784,16.3,7.2,45046,12795,9.7,7.4,98567,42604,1117,184,27784,5175,78.4,10.4,24714,5551,77.3,10.5,24482,5079,1.2,1.9,-,**,21.6,10.4,31641,19974,14.3,9.6,30313,3593,7.3,4.9,74712,34642,27.2,(X),(X),(X),25.6,(X),(X),(X),29.5,(X),(X),(X)
1400000US12001001805,12001001805,"Census Tract 18.05, Alachua County, Florida",642,70,63750,11419,74,11.4,76958,37897,22.6,10.6,58010,23332,0,6.4,-,**,3.4,4,54464,238214,0,6.4,-,**,0,6.4,-,**,0,6.4,-,**,0,6.4,-,**,74,11.4,76958,37897,0,6.4,-,**,40.5,11.3,61053,10593,42.2,10.9,93250,42256,17.3,8.5,35375,48113,464,82,77143,40677,52.6,13.1,94063,56409,47.4,13.1,76548,34781,81.7,12.7,102596,16598,18.3,12.7,57832,21874,0,8.7,-,**,178,94,16607,42634,60.7,29,14569,5336,45.5,27.7,13405,12937,15.2,17.2,16875,86415,39.3,29,60855,46729,39.3,29,60855,46729,0,21,-,**,26.9,(X),(X),(X),25.2,(X),(X),(X),31.5,(X),(X),(X)
1400000US12001001806,12001001806,"Census Tract 18.06, Alachua County, Florida",3574,291,52596,7920,87.2,3.3,60439,8592,10.5,3.3,22097,9771,0.2,0.4,-,**,0.3,0.5,-,**,0,1.2,-,**,1,1,16250,325272,0.9,0.8,54063,17952,6.2,3.2,26000,12254,81.9,3.9,61963,4530,3.9,3.1,21786,20062,32.7,4.9,61517,5254,45.9,5,55682,16366,17.5,3.6,35122,12296,2713,245,62708,5196,43.3,6.4,61993,9103,56.7,6.4,63780,12428,77.9,6,72689,4446,16.5,5.2,33083,7520,5.6,3.1,25313,10797,861,226,32854,16948,54.8,12.7,23547,13319,46.7,12.8,24477,18178,8.1,7.7,9744,38041,45.2,12.7,42361,12084,39,12.8,37188,24978,6.2,4.5,67054,60299,23.7,(X),(X),(X),25.1,(X),(X),(X),19.2,(X),(X),(X)
1400000US12001001811,12001001811,"Census Tract 18.11, Alachua County, Florida",2851,231,58836,19179,81.4,4.7,67750,22284,5.4,4,30270,10347,0,1.5,-,**,10.7,3.9,100481,33188,0,1.5,-,**,1.1,1.3,67917,24371,1.4,1.5,47826,48461,4.3,2,68889,22754,78.1,4.6,61806,25071,9,5.3,11926,3816,39.7,6.5,56875,17668,34.5,5.1,76935,23144,16.8,4.6,92895,43653,1658,192,90982,24010,39.2,8.7,75385,35769,60.8,8.7,110341,43974,78,6.2,109632,22293,18.8,5.6,37321,13642,3.3,3.6,"250,000+",***,1193,218,34105,6811,49.2,11.3,29596,9616,46.5,11.8,28419,13539,2.7,3,125682,87800,50.8,11.3,44412,15489,35.8,11.3,43640,15479,15,11.3,48641,81067,24,(X),(X),(X),25.2,(X),(X),(X),22.4,(X),(X),(X)
1400000US12001001813,12001001813,"Census Tract 18.13, Alachua County, Florida",1067,77,84073,10539,96.1,3.6,83911,11224,1.2,2.1,-,**,0,3.9,-,**,2.7,3,142986,80280,0,3.9,-,**,0,3.9,-,**,0,3.9,-,**,7.6,5.6,59567,16078,88.5,6.8,87321,11386,2.2,2.5,108000,145798,31.7,6.3,89457,18073,42.5,7.1,103482,37935,23.6,6.4,37073,39637,795,99,89750,22566,37.9,6.9,91250,22795,62.1,6.9,84919,45359,82.9,8.8,98750,21695,15.2,8.3,50329,11801,1.9,2.9,-,**,272,103,41806,49772,73.5,18.5,37195,18179,61.4,20.2,36738,7613,12.1,11.6,89844,181293,26.5,18.5,97273,87887,21.7,17.8,96534,60544,4.8,8.2,-,**,11.6,(X),(X),(X),13.8,(X),(X),(X),5.1,(X),(X),(X)
1400000US12001001814,12001001814,"Census Tract 18.14, Alachua County, Florida",861,117,82277,12887,97.9,3.5,82652,14216,0.1,1.3,-,**,0,4.8,-,**,2,3.6,-,**,0,4.8,-,**,0,4.8,-,**,0,4.8,-,**,0,4.8,-,**,97.9,3.5,82652,14216,0,4.8,-,**,35.5,13.1,84214,27331,32.4,13.4,133042,43638,32.1,13.7,59167,43403,424,108,94541,16102,33.5,11.4,116250,20147,66.5,11.4,83110,6313,100,9.5,94541,16102,0,9.5,-,**,0,9.5,-,**,437,123,54567,38930,51.5,23.1,49175,14494,51.5,23.1,49175,14494,0,9.3,-,**,48.5,23.1,89615,107440,36.4,22.9,66326,121113,12.1,18.4,-,**,22.1,(X),(X),(X),18.4,(X),(X),(X),24.3,(X),(X),(X)
1400000US12001001902,12001001902,"Census Tract 19.02, Alachua County, Florida",945,138,27488,8097,42,7.6,38359,20297,56.2,8,26189,1784,0,4.4,-,**,0,4.4,-,**,0,4.4,-,**,0,4.4,-,**,1.8,3,-,**,0,4.4,-,**,42,7.6,38359,20297,14.5,11.8,20458,14739,29.9,8.9,26703,7791,37.9,10,35109,14860,17.7,6.2,40054,23647,651,122,29583,11639,60.1,10.8,21906,21455,39.9,10.8,36071,14369,32.4,11.8,50096,19608,58.1,10.7,17024,12421,9.5,9.1,43382,1888,294,104,20750,9678,55.4,19.8,19125,3221,52,19.5,18708,3309,3.4,5.5,-,**,44.6,19.8,27292,39304,44.6,19.8,27292,39304,0,13.4,-,**,37.4,(X),(X),(X),40.1,(X),(X),(X),16.7,(X),(X),(X)
1400000US12001001907,12001001907,"Census Tract 19.07, Alachua County, Florida",963,132,63273,4679,84.9,10.9,59355,9900,14.3,10.9,82818,12237,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,0.7,1.2,-,**,0,4.3,-,**,84.9,10.9,59355,9900,2.4,3.8,-,**,18.4,8.1,60521,33457,50.4,11.2,65865,10743,28.9,9.2,58226,22718,771,133,65625,8201,25.9,12.3,65000,7098,74.1,12.3,65938,19429,80.5,12.7,65565,6463,10.9,7,35833,43373,8.6,11,83500,16987,192,72,22750,6142,60.9,22.7,50089,60673,41.1,20.4,19018,6838,19.8,16.4,75556,177656,39.1,22.7,20917,11256,31.3,20.6,17045,19622,7.8,12.1,-,**,48.6,(X),(X),(X),51,(X),(X),(X),39.1,(X),(X),(X)
